open_time,open,high,low,close,volume,close_time,qav,trades,tbbav,tbqav,ignore
1640995200000,169.98860834,172.54461973,169.98029494,172.4,0,1640998799999,0.0,3600,0,0.0,0
1640998800000,172.4,174.2400041,171.79,172.77,0,1641002399999,0.0,3600,0,0.0,0
1641002400000,172.77,173.2359388,172.59787181,172.76,0,1641005999999,0.0,3600,0,0.0,0
1641006000000,172.76,173.11,172.54,172.93,0,1641009599999,0.0,3600,0,0.0,0
1641009600000,172.93106819,173.10508954,171.51973765,171.52,0,1641013199999,0.0,3600,0,0.0,0
1641013200000,171.49991417,174.31,171.37047405,173.22071568,0,1641016799999,0.0,3600,0,0.0,0
1641016800000,173.22021586,173.74417448,172.36303942,172.44980055,0,1641020399999,0.0,3600,0,0.0,0
1641020400000,172.44692447,173.40395538,172.18,173.19892092,0,1641023999999,0.0,3600,0,0.0,0
1641024000000,173.16159825,173.32009074,172.75,172.90068297,0,1641027599999,0.0,3600,0,0.0,0
1641027600000,172.90534999,173.31245616,172.17877012,172.76551424,0,1641031199999,0.0,3600,0,0.0,0
1641031200000,172.74430038,173.35847259,170.90514467,171.94560086,0,1641034799999,0.0,3600,0,0.0,0
1641034800000,171.94560086,172.69382674,171.56412429,171.5677492,0,1641038399999,0.0,3600,0,0.0,0
1641038400000,171.56807025,172.91355547,171.49693849,172.7161308,0,1641041999999,0.0,3600,0,0.0,0
1641042000000,172.71752298,173.13961369,172.46555081,172.6510331,0,1641045599999,0.0,3600,0,0.0,0
1641045600000,172.6510331,172.95,172.06322592,172.54,0,1641049199999,0.0,3600,0,0.0,0
1641049200000,172.54040148,174.17475824,172.3513553,173.81129783,0,1641052799999,0.0,3600,0,0.0,0
1641052800000,173.82284696,174.86,173.60400453,173.7,0,1641056399999,0.0,3600,0,0.0,0
1641056400000,173.69975877,175.45058105,173.61870475,175.05785889,0,1641059999999,0.0,3600,0,0.0,0
1641060000000,175.06,175.58,174.67107023,175.44,0,1641063599999,0.0,3600,0,0.0,0
1641063600000,175.45,177.32375838,175.45,177.30747469,0,1641067199999,0.0,3600,0,0.0,0
1641067200000,177.30268821,179.16245932,176.72,177.67,0,1641070799999,0.0,3600,0,0.0,0
1641070800000,177.68,178.78,176.18844497,176.30851806,0,1641074399999,0.0,3600,0,0.0,0
1641074400000,176.34615071,177.54662475,176.34615071,177.28,0,1641077999999,0.0,3600,0,0.0,0
1641078000000,177.28,179.07497509,177.01,179.07,0,1641081599999,0.0,3600,0,0.0,0
1641081600000,179.08132992,179.42,177.76926029,178.50589617,0,1641085199999,0.0,3600,0,0.0,0
1641085200000,178.50589617,179.01371423,177.76,177.93199181,0,1641088799999,0.0,3600,0,0.0,0
1641088800000,177.91021395,178.74048931,177.77896949,178.30472292,0,1641092399999,0.0,3600,0,0.0,0
1641092400000,178.30351133,178.70636853,177.09,177.6767033,0,1641095999999,0.0,3600,0,0.0,0
1641096000000,177.6714022,178.05,175.17236953,175.91113396,0,1641099599999,0.0,3600,0,0.0,0
1641099600000,175.91530992,176.68,175.6896055,176.61971245,0,1641103199999,0.0,3600,0,0.0,0
1641103200000,176.61971245,176.83,175.81316684,175.8285152,0,1641106799999,0.0,3600,0,0.0,0
1641106800000,175.832614,176.5,175.59344488,175.85127437,0,1641110399999,0.0,3600,0,0.0,0
1641110400000,175.85209962,176.0,174.59129904,175.10179743,0,1641113999999,0.0,3600,0,0.0,0
1641114000000,175.10044583,176.17147271,174.75043114,175.71481789,0,1641117599999,0.0,3600,0,0.0,0
