calc_time,funding_interval_hours,last_funding_rate
1649779200000,8,-7.001e-05
1649808000000,8,-1.692e-05
1649836800000,8,7.53e-06
1649865600000,8,-1.485e-05
1649894400000,8,5.018e-05
1649923200000,8,3.533e-05
1649952000000,8,4.423e-05
1649980800000,8,-0.00013233
1650009600000,8,-6.805e-05
1650038400000,8,7.697e-05
1650067200000,8,2.197e-05
1650096000000,8,5.199e-05
1650124800000,8,6.201e-05
1650153600000,8,7.2e-06
1650182400000,8,9.838e-05
1650211200000,8,0.0001
1650240000000,8,-3.231e-05
1650268800000,8,-0.00017197
1650297600000,8,-5.436e-05
1650326400000,8,0.0001
1650355200000,8,6.251e-05
1650384000000,8,-5.028e-05
1650412800000,8,9.45e-05
1650441600000,8,9.543e-05
1650470400000,8,3.714e-05
1650499200000,8,1.77e-06
1650528000000,8,-5.245e-05
1650556800000,8,5.359e-05
1650585600000,8,3.026e-05
1650614400000,8,-0.00016984
1650643200000,8,-4.15e-06
1650672000000,8,-9.023e-05
1650700800000,8,-7.562e-05
1650729600000,8,-0.00011883
1650758400000,8,-0.00018273
1650787200000,8,-0.00015276
1650816000000,8,-3.654e-05
1650844800000,8,-8.908e-05
1650873600000,8,-7.844e-05
1650902400000,8,7.223e-05
1650931200000,8,0.0001
1650960000000,8,0.0001
1650988800000,8,0.0001
1651017600000,8,-0.0001264
1651046400000,8,-0.00011034
1651075200000,8,1.968e-05
1651104000000,8,-5.716e-05
1651132800000,8,-5.544e-05
1651161600000,8,0.0001
1651190400000,8,0.0001
1651219200000,8,0.0001
1651248000000,8,2.628e-05
1651276800000,8,-9.371e-05
1651305600000,8,4.536e-05
1651334400000,8,5.926e-05
1651363200000,8,2.403e-05
1651392000000,8,9.5e-07
1651420800000,8,0.0001
1651449600000,8,0.0001
1651478400000,8,9e-05
1651507200000,8,0.0001
1651536000000,8,0.0001
1651564800000,8,0.0001
1651593600000,8,0.0001
1651622400000,8,0.0001
1651651200000,8,2.504e-05
1651680000000,8,0.0001
1651708800000,8,0.0001
1651737600000,8,0.0001
1651766400000,8,0.0001
1651795200000,8,-0.0001346
1651824000000,8,-5.734e-05
1651852800000,8,4.197e-05
1651881600000,8,-5.273e-05
1651910400000,8,5.998e-05
1651939200000,8,7.13e-06
1651968000000,8,-2.659e-05
1651996800000,8,0.0001
1652025600000,8,0.0001
1652054400000,8,0.0001
1652083200000,8,0.0001
1652112000000,8,0.0001
1652140800000,8,0.0001
1652169600000,8,0.0001
1652198400000,8,0.0001
1652227200000,8,7.58e-05
1652256000000,8,6.939e-05
1652284800000,8,-3.512e-05
1652313600000,8,-0.00018773
1652342400000,8,-0.00041995
1652371200000,8,-0.00014678
1652400000000,8,-7.127e-05
1652428800000,8,-6.05e-06
1652457600000,8,6.045e-05
1652486400000,8,0.0001
1652515200000,8,0.0001
1652544000000,8,0.0001
1652572800000,8,8.29e-05
1652601600000,8,0.0001
1652630400000,8,9.053e-05
1652659200000,8,0.0001
1652688000000,8,8.883e-05
1652716800000,8,4.94e-05
1652745600000,8,0.0001
1652774400000,8,-7.1e-06
1652803200000,8,4.705e-05
1652832000000,8,-6.956e-05
1652860800000,8,-5.753e-05
1652889600000,8,2.893e-05
1652918400000,8,-3.41e-06
1652947200000,8,5.624e-05
1652976000000,8,7.465e-05
1653004800000,8,0.0001
1653033600000,8,0.0001
1653062400000,8,0.0001
1653091200000,8,-2.02e-06
1653120000000,8,-2.146e-05
1653148800000,8,2.549e-05
1653177600000,8,2.41e-05
1653206400000,8,-3.063e-05
1653235200000,8,0.0001
1653264000000,8,0.0001
1653292800000,8,0.0001
1653321600000,8,0.0001
1653350400000,8,-0.00012372
1653379200000,8,-6.76e-06
1653408000000,8,2.892e-05
1653436800000,8,3.679e-05
1653465600000,8,0.0001
1653494400000,8,0.0001
1653523200000,8,7.516e-05
1653552000000,8,0.0001
1653580800000,8,7.21e-06
1653609600000,8,0.0001
1653638400000,8,0.0001
1653667200000,8,0.0001
1653696000000,8,0.0001
1653724800000,8,8.712e-05
1653753600000,8,0.0001
1653782400000,8,0.0001
1653811200000,8,0.0001
1653840000000,8,0.0001
1653868800000,8,0.0001
1653897600000,8,0.0001
1653926400000,8,0.0001
1653955200000,8,0.0001
1653984000000,8,0.0001
1654012800000,8,0.0001
1654041600000,8,0.0001
1654070400000,8,0.0001
1654099200000,8,0.0001
1654128000000,8,-1.452e-05
1654156800000,8,2.265e-05
1654185600000,8,2.107e-05
1654214400000,8,-3.378e-05
1654243200000,8,-1.456e-05
1654272000000,8,6.937e-05
1654300800000,8,2.7e-06
1654329600000,8,4.795e-05
1654358400000,8,5.506e-05
1654387200000,8,4.358e-05
1654416000000,8,2.828e-05
1654444800000,8,4.753e-05
1654473600000,8,6.036e-05
1654502400000,8,9.656e-05
1654531200000,8,0.0001
1654560000000,8,0.0001
1654588800000,8,-0.00010234
1654617600000,8,-3.705e-05
1654646400000,8,0.0001
1654675200000,8,0.0001
1654704000000,8,0.0001
1654732800000,8,0.0001
1654761600000,8,9.106e-05
1654790400000,8,0.0001
1654819200000,8,0.0001
1654848000000,8,9.289e-05
1654876800000,8,3.503e-05
1654905600000,8,1.762e-05
1654934400000,8,3.79e-06
1654963200000,8,6.606e-05
1654992000000,8,0.0001
1655020800000,8,5.63e-06
1655049600000,8,4.39e-06
1655078400000,8,5.616e-05
1655107200000,8,-3.182e-05
1655136000000,8,-5.8e-06
1655164800000,8,4.088e-05
1655193600000,8,-0.00010037
1655222400000,8,-5.186e-05
1655251200000,8,-2.077e-05
1655280000000,8,-7.24e-05
1655308800000,8,-6.66e-06
1655337600000,8,-4.114e-05
1655366400000,8,4.475e-05
1655395200000,8,-5.277e-05
1655424000000,8,-2.222e-05
1655452800000,8,-9.486e-05
1655481600000,8,5.092e-05
1655510400000,8,7.356e-05
1655539200000,8,4.575e-05
1655568000000,8,5.227e-05
1655596800000,8,4.243e-05
1655625600000,8,-4.559e-05
1655654400000,8,7.239e-05
1655683200000,8,8.73e-06
1655712000000,8,-5.4e-06
1655740800000,8,6.08e-05
1655769600000,8,0.0001
1655798400000,8,4.967e-05
1655827200000,8,2.028e-05
1655856000000,8,1.78e-06
1655884800000,8,-2.982e-05
1655913600000,8,-1.64e-05
1655942400000,8,-8.72e-06
1655971200000,8,-1.577e-05
1656000000000,8,-2.656e-05
1656028800000,8,6.006e-05
1656057600000,8,0.0001
1656086400000,8,0.0001
1656115200000,8,2.621e-05
1656144000000,8,0.0001
1656172800000,8,0.0001
1656201600000,8,0.0001
1656230400000,8,0.0001
1656259200000,8,6.69e-06
1656288000000,8,7.82e-05
1656316800000,8,3.533e-05
1656345600000,8,6.102e-05
1656374400000,8,-2.586e-05
1656403200000,8,-5.613e-05
1656432000000,8,2.435e-05
1656460800000,8,4.188e-05
1656489600000,8,8.335e-05
1656518400000,8,5.319e-05
1656547200000,8,3.24e-06
1656576000000,8,-5.159e-05
1656604800000,8,-0.00015879
1656633600000,8,-8.786e-05
1656662400000,8,3.106e-05
1656691200000,8,-8.061e-05
1656720000000,8,-2.913e-05
1656748800000,8,5.218e-05
1656777600000,8,2.12e-05
1656806400000,8,3.57e-05
1656835200000,8,4.779e-05
1656864000000,8,7.251e-05
1656892800000,8,7.792e-05
1656921600000,8,4.63e-05
1656950400000,8,2.248e-05
1656979200000,8,5.291e-05
1657008000000,8,0.0001
1657036800000,8,1.2e-06
1657065600000,8,0.0001
1657094400000,8,0.0001
1657123200000,8,8.373e-05
1657152000000,8,5.274e-05
1657180800000,8,0.0001
1657209600000,8,0.0001
1657238400000,8,2.12e-06
1657267200000,8,0.0001
1657296000000,8,0.0001
1657324800000,8,0.0001
1657353600000,8,0.0001
1657382400000,8,6.143e-05
1657411200000,8,9.962e-05
1657440000000,8,0.0001
1657468800000,8,0.0001
1657497600000,8,4.543e-05
1657526400000,8,7.236e-05
1657555200000,8,8.5e-05
1657584000000,8,8.003e-05
1657612800000,8,6.433e-05
1657641600000,8,2.667e-05
1657670400000,8,-1.204e-05
1657699200000,8,6.17e-06
1657728000000,8,-1.218e-05
1657756800000,8,5.7e-07
1657785600000,8,0.0001
1657814400000,8,3.451e-05
1657843200000,8,9.257e-05
1657872000000,8,1.401e-05
1657900800000,8,1.601e-05
1657929600000,8,6.055e-05
1657958400000,8,7.996e-05
1657987200000,8,8e-06
1658016000000,8,8.038e-05
1658044800000,8,0.0001
1658073600000,8,8.709e-05
1658102400000,8,0.0001
1658131200000,8,0.0001
1658160000000,8,0.0001
1658188800000,8,0.0001
1658217600000,8,0.0001
1658246400000,8,0.0001
1658275200000,8,0.0001
1658304000000,8,0.0001
1658332800000,8,8.118e-05
1658361600000,8,0.0001
1658390400000,8,0.0001
1658419200000,8,0.0001
1658448000000,8,0.0001
1658476800000,8,0.0001
1658505600000,8,5.172e-05
1658534400000,8,9.043e-05
1658563200000,8,1.021e-05
1658592000000,8,0.0001
1658620800000,8,3.77e-05
1658649600000,8,0.0001
1658678400000,8,8.293e-05
1658707200000,8,0.0001
1658736000000,8,1.238e-05
1658764800000,8,2.319e-05
1658793600000,8,0.0001
1658822400000,8,3.654e-05
1658851200000,8,8.659e-05
1658880000000,8,4.591e-05
1658908800000,8,5.085e-05
1658937600000,8,2.951e-05
1658966400000,8,9.229e-05
1658995200000,8,0.0001
1659024000000,8,0.0001
1659052800000,8,0.0001
1659081600000,8,0.0001
1659110400000,8,0.0001
1659139200000,8,0.0001
1659168000000,8,0.0001
1659196800000,8,0.0001
1659225600000,8,0.0001
1659254400000,8,0.0001
1659283200000,8,6.281e-05
1659312000000,8,0.0001
1659340800000,8,0.0001
1659369600000,8,6.449e-05
1659398400000,8,0.0001
1659427200000,8,9.733e-05
1659456000000,8,5.885e-05
1659484800000,8,3.28e-06
1659513600000,8,-3.96e-05
1659542400000,8,4.382e-05
1659571200000,8,-1.91e-06
1659600000000,8,1.778e-05
1659628800000,8,1.436e-05
1659657600000,8,1.692e-05
1659686400000,8,6.774e-05
1659715200000,8,2.115e-05
1659744000000,8,6.888e-05
1659772800000,8,8.589e-05
1659801600000,8,0.0001
1659830400000,8,0.0001
1659859200000,8,-7.37e-06
1659888000000,8,2.401e-05
1659916800000,8,0.0001
1659945600000,8,2.79e-05
1659974400000,8,0.0001
1660003200000,8,0.0001
1660032000000,8,7.92e-05
1660060800000,8,0.0001
1660089600000,8,-1.314e-05
1660118400000,8,5.81e-06
1660147200000,8,9.44e-05
1660176000000,8,7.206e-05
1660204800000,8,0.0001
1660233600000,8,4.911e-05
1660262400000,8,9.024e-05
1660291200000,8,1.412e-05
1660320000000,8,-3.384e-05
1660348800000,8,-3.559e-05
1660377600000,8,8.455e-05
1660406400000,8,2.154e-05
1660435200000,8,2.396e-05
1660464000000,8,-3.33e-06
1660492800000,8,1.239e-05
1660521600000,8,-3.766e-05
1660550400000,8,1.077e-05
1660579200000,8,-1.339e-05
1660608000000,8,3.243e-05
1660636800000,8,1.56e-06
1660665600000,8,2.87e-05
1660694400000,8,4.66e-06
1660723200000,8,2.62e-06
1660752000000,8,9.364e-05
1660780800000,8,8.391e-05
1660809600000,8,0.0001
1660838400000,8,7.171e-05
1660867200000,8,0.0001
1660896000000,8,2.108e-05
1660924800000,8,-6.746e-05
1660953600000,8,1.07e-05
1660982400000,8,-6.722e-05
1661011200000,8,-4.567e-05
1661040000000,8,-1.957e-05
1661068800000,8,-3.589e-05
1661097600000,8,-3.234e-05
1661126400000,8,-8.092e-05
1661155200000,8,-3.215e-05
1661184000000,8,4.021e-05
1661212800000,8,-3.345e-05
1661241600000,8,-4.031e-05
1661270400000,8,8.46e-06
1661299200000,8,2.509e-05
1661328000000,8,-4.353e-05
1661356800000,8,-3.538e-05
1661385600000,8,1.28e-06
1661414400000,8,1.547e-05
1661443200000,8,4.481e-05
1661472000000,8,-1.707e-05
1661500800000,8,3.207e-05
1661529600000,8,2.599e-05
1661558400000,8,-2.808e-05
1661587200000,8,-6.29e-05
1661616000000,8,-4.396e-05
1661644800000,8,-1.396e-05
1661673600000,8,-8.758e-05
1661702400000,8,-2.443e-05
1661731200000,8,-0.00013623
1661760000000,8,-0.00010056
1661788800000,8,-6.193e-05
1661817600000,8,1.123e-05
1661846400000,8,-3.356e-05
1661875200000,8,-5.903e-05
1661904000000,8,-2.089e-05
1661932800000,8,5.779e-05
1661961600000,8,4.95e-05
1661990400000,8,9.39e-05
1662019200000,8,2.266e-05
1662048000000,8,3.63e-05
1662076800000,8,2.498e-05
1662105600000,8,4.905e-05
1662134400000,8,4.443e-05
1662163200000,8,-1.99e-06
1662192000000,8,9.442e-05
1662220800000,8,1.115e-05
1662249600000,8,5.88e-06
1662278400000,8,5.463e-05
1662307200000,8,2.119e-05
1662336000000,8,8.292e-05
1662364800000,8,-7.37e-06
1662393600000,8,4.712e-05
1662422400000,8,-2.45e-06
1662451200000,8,3.43e-06
1662480000000,8,3.473e-05
1662508800000,8,-8.601e-05
1662537600000,8,2.729e-05
1662566400000,8,-3.48e-05
1662595200000,8,6.2e-06
1662624000000,8,3.327e-05
1662652800000,8,5.667e-05
1662681600000,8,1.312e-05
1662710400000,8,0.0001
1662739200000,8,0.0001
1662768000000,8,0.0001
1662796800000,8,9.764e-05
1662825600000,8,0.0001
1662854400000,8,7.115e-05
1662883200000,8,0.0001
1662912000000,8,6.712e-05
1662940800000,8,0.0001
1662969600000,8,8.246e-05
1662998400000,8,0.0001
1663027200000,8,9.965e-05
1663056000000,8,0.0001
1663084800000,8,0.0001
1663113600000,8,-3.953e-05
1663142400000,8,7.27e-06
1663171200000,8,1.004e-05
1663200000000,8,3.24e-06
1663228800000,8,0.0001
1663257600000,8,8.13e-06
1663286400000,8,8.055e-05
1663315200000,8,4.349e-05
1663344000000,8,2.919e-05
1663372800000,8,3.024e-05
1663401600000,8,4.336e-05
1663430400000,8,1.467e-05
1663459200000,8,6.428e-05
1663488000000,8,7.82e-05
1663516800000,8,3.564e-05
1663545600000,8,3.581e-05
1663574400000,8,-9.289e-05
1663603200000,8,6e-06
1663632000000,8,7.813e-05
1663660800000,8,5.855e-05
1663689600000,8,1.721e-05
1663718400000,8,5.185e-05
1663747200000,8,1.478e-05
1663776000000,8,2.732e-05
1663804800000,8,-0.00011779
1663833600000,8,-6.911e-05
1663862400000,8,7.743e-05
1663891200000,8,7.261e-05
1663920000000,8,2.959e-05
1663948800000,8,-5.008e-05
1663977600000,8,2.947e-05
1664006400000,8,1.676e-05
1664035200000,8,5.345e-05
1664064000000,8,9.99e-06
1664092800000,8,3.653e-05
1664121600000,8,2.593e-05
1664150400000,8,-6.6e-06
1664179200000,8,3.696e-05
1664208000000,8,4.497e-05
1664236800000,8,2.244e-05
1664265600000,8,0.0001
1664294400000,8,8.538e-05
1664323200000,8,1.141e-05
1664352000000,8,-1.071e-05
1664380800000,8,5.332e-05
1664409600000,8,5.681e-05
1664438400000,8,7.641e-05
1664467200000,8,6.685e-05
1664496000000,8,0.0001
1664524800000,8,0.0001
1664553600000,8,0.0001
1664582400000,8,3.198e-05
1664611200000,8,0.0001
1664640000000,8,7.005e-05
1664668800000,8,4.262e-05
1664697600000,8,5.816e-05
1664726400000,8,5.384e-05
1664755200000,8,3.996e-05
1664784000000,8,8.316e-05
1664812800000,8,0.0001
1664841600000,8,0.0001
1664870400000,8,0.0001
1664899200000,8,0.0001
1664928000000,8,0.0001
1664956800000,8,0.0001
1664985600000,8,0.0001
