calc_time,funding_interval_hours,last_funding_rate
1651104000000,8,6.864e-05
1651132800000,8,7.671e-05
1651161600000,8,9.361e-05
1651190400000,8,9.581e-05
1651219200000,8,0.0001
1651248000000,8,9.737e-05
1651276800000,8,-4.273e-05
1651305600000,8,9.608e-05
1651334400000,8,0.0001
1651363200000,8,-5.079e-05
1651392000000,8,-2.517e-05
1651420800000,8,0.0001
1651449600000,8,0.0001
1651478400000,8,-3.828e-05
1651507200000,8,6.357e-05
1651536000000,8,4.471e-05
1651564800000,8,0.0001
1651593600000,8,0.0001
1651622400000,8,6.538e-05
1651651200000,8,0.0001
1651680000000,8,0.0001
1651708800000,8,0.0001
1651737600000,8,0.0001
1651766400000,8,0.0001
1651795200000,8,-5.708e-05
1651824000000,8,4.731e-05
1651852800000,8,0.0001
1651881600000,8,-4.621e-05
1651910400000,8,9.896e-05
1651939200000,8,0.0001
1651968000000,8,-5.12e-05
1651996800000,8,-6.528e-05
1652025600000,8,9.367e-05
1652054400000,8,5.352e-05
1652083200000,8,8.101e-05
1652112000000,8,6.88e-06
1652140800000,8,-0.00030019
1652169600000,8,5.23e-05
1652198400000,8,-4.563e-05
1652227200000,8,7.68e-05
1652256000000,8,-9.095e-05
1652284800000,8,-6.631e-05
1652313600000,8,-0.00066406
1652342400000,8,-0.00082818
1652371200000,8,-0.00030379
1652400000000,8,1.839e-05
1652428800000,8,9.831e-05
1652457600000,8,0.0001
1652486400000,8,0.0001
1652515200000,8,7.212e-05
1652544000000,8,7.607e-05
1652572800000,8,-3.71e-05
1652601600000,8,0.0001
1652630400000,8,-3.118e-05
1652659200000,8,-4.027e-05
1652688000000,8,-3.659e-05
1652716800000,8,-5.869e-05
1652745600000,8,-0.0001344
1652774400000,8,-0.0001156
1652803200000,8,-0.0002574
1652832000000,8,-0.00030189
1652860800000,8,-0.00026029
1652889600000,8,-0.00025699
1652918400000,8,-0.00048357
1652947200000,8,-7.836e-05
1652976000000,8,-2.884e-05
1653004800000,8,3.938e-05
1653033600000,8,0.0001
1653062400000,8,-5.148e-05
1653091200000,8,-0.00020176
1653120000000,8,-0.00013147
1653148800000,8,3.13e-05
1653177600000,8,-0.00011052
1653206400000,8,-2.891e-05
1653235200000,8,-2.93e-05
1653264000000,8,-7.115e-05
1653292800000,8,7.797e-05
1653321600000,8,6.868e-05
1653350400000,8,-0.00018746
1653379200000,8,-0.00010014
1653408000000,8,-0.0001041
1653436800000,8,-4.944e-05
1653465600000,8,-0.00019388
1653494400000,8,-0.00012695
1653523200000,8,-0.00014698
1653552000000,8,-3.131e-05
1653580800000,8,-0.00024606
1653609600000,8,-0.00018376
1653638400000,8,6.368e-05
1653667200000,8,4.279e-05
1653696000000,8,-7.277e-05
1653724800000,8,-3.002e-05
1653753600000,8,8.32e-06
1653782400000,8,-0.00013384
1653811200000,8,-0.00025916
1653840000000,8,-9.23e-06
1653868800000,8,-3.22e-06
1653897600000,8,0.0001
1653926400000,8,0.0001
1653955200000,8,3.066e-05
1653984000000,8,0.0001
1654012800000,8,0.0001
1654041600000,8,-0.00011176
1654070400000,8,5.342e-05
1654099200000,8,1.42e-05
1654128000000,8,-0.00013728
1654156800000,8,-8.051e-05
1654185600000,8,-1.619e-05
1654214400000,8,-4.558e-05
1654243200000,8,0.0001
1654272000000,8,6.214e-05
1654300800000,8,-9.14e-06
1654329600000,8,5.373e-05
1654358400000,8,2.896e-05
1654387200000,8,-1.404e-05
1654416000000,8,-1.577e-05
1654444800000,8,-1.854e-05
1654473600000,8,7.942e-05
1654502400000,8,0.0001
1654531200000,8,8.421e-05
1654560000000,8,5.932e-05
1654588800000,8,-0.00012348
1654617600000,8,-8.972e-05
1654646400000,8,0.0001
1654675200000,8,5.893e-05
1654704000000,8,5.08e-06
1654732800000,8,-2.588e-05
1654761600000,8,4.504e-05
1654790400000,8,-8.24e-06
1654819200000,8,-0.00013896
1654848000000,8,0.0001
1654876800000,8,0.0001
1654905600000,8,-0.0002793
1654934400000,8,-0.0001522
1654963200000,8,-7.839e-05
1654992000000,8,-8.185e-05
1655020800000,8,-0.00010963
1655049600000,8,-6.432e-05
1655078400000,8,-3.952e-05
1655107200000,8,-0.0001259
1655136000000,8,-0.00016719
1655164800000,8,-0.00020389
1655193600000,8,-3.586e-05
1655222400000,8,-0.00010528
1655251200000,8,-0.00017962
1655280000000,8,-0.00025651
1655308800000,8,-9.51e-06
1655337600000,8,-2.381e-05
1655366400000,8,0.0001
1655395200000,8,-5.482e-05
1655424000000,8,-0.00021804
1655452800000,8,0.0001
1655481600000,8,0.0001
1655510400000,8,3.639e-05
1655539200000,8,-0.00017718
1655568000000,8,-9.328e-05
1655596800000,8,-9.115e-05
1655625600000,8,-3.802e-05
1655654400000,8,6.597e-05
1655683200000,8,0.0001
1655712000000,8,2.2e-05
1655740800000,8,6.568e-05
1655769600000,8,5.964e-05
1655798400000,8,4.881e-05
1655827200000,8,7.973e-05
1655856000000,8,-1.817e-05
1655884800000,8,-8.874e-05
1655913600000,8,-3.402e-05
1655942400000,8,-3.34e-05
1655971200000,8,-0.00010526
1656000000000,8,-2.706e-05
1656028800000,8,-8.21e-06
1656057600000,8,0.0001
1656086400000,8,0.0001
1656115200000,8,-1.09e-06
1656144000000,8,5.899e-05
1656172800000,8,0.0001
1656201600000,8,2.606e-05
1656230400000,8,6.688e-05
1656259200000,8,2.243e-05
1656288000000,8,-2.96e-05
1656316800000,8,7.808e-05
1656345600000,8,2.131e-05
1656374400000,8,1.225e-05
1656403200000,8,-9.425e-05
1656432000000,8,5.07e-05
1656460800000,8,-7.976e-05
1656489600000,8,-8.182e-05
1656518400000,8,-1.935e-05
1656547200000,8,-7.975e-05
1656576000000,8,-8.322e-05
1656604800000,8,-0.00017723
1656633600000,8,-0.00026818
1656662400000,8,-6.798e-05
1656691200000,8,5.256e-05
1656720000000,8,9.56e-06
1656748800000,8,2.285e-05
1656777600000,8,3.539e-05
1656806400000,8,7.034e-05
1656835200000,8,4.042e-05
1656864000000,8,-0.00010316
1656892800000,8,-9.278e-05
1656921600000,8,-3.728e-05
1656950400000,8,4.51e-05
1656979200000,8,5.795e-05
1657008000000,8,-1.003e-05
1657036800000,8,-0.00013629
1657065600000,8,-0.00014401
1657094400000,8,2.405e-05
1657123200000,8,4.329e-05
1657152000000,8,-3.268e-05
1657180800000,8,2.283e-05
1657209600000,8,-2.55e-05
1657238400000,8,-3.085e-05
1657267200000,8,0.0001
1657296000000,8,9.847e-05
1657324800000,8,6.476e-05
1657353600000,8,0.0001
1657382400000,8,8.56e-06
1657411200000,8,8.717e-05
1657440000000,8,7.407e-05
1657468800000,8,3.612e-05
1657497600000,8,-0.00012882
1657526400000,8,5.805e-05
1657555200000,8,2.843e-05
1657584000000,8,-9.801e-05
1657612800000,8,-0.00019118
1657641600000,8,8.39e-06
1657670400000,8,-0.00012829
1657699200000,8,-0.00019923
1657728000000,8,-0.00012126
1657756800000,8,-0.00014685
1657785600000,8,-7.544e-05
1657814400000,8,-9.108e-05
1657843200000,8,-7.634e-05
1657872000000,8,0.0001
1657900800000,8,0.0001
1657929600000,8,-0.00010117
1657958400000,8,-0.00010459
1657987200000,8,-3.802e-05
1658016000000,8,0.0001
1658044800000,8,4.646e-05
1658073600000,8,-2.779e-05
1658102400000,8,-3.633e-05
1658131200000,8,6.908e-05
1658160000000,8,0.0001
1658188800000,8,-4.44e-05
1658217600000,8,3.774e-05
1658246400000,8,3.529e-05
1658275200000,8,-8.112e-05
1658304000000,8,0.0001
1658332800000,8,4.92e-06
1658361600000,8,-0.00026575
1658390400000,8,-8.319e-05
1658419200000,8,8.471e-05
1658448000000,8,-0.00016496
1658476800000,8,0.0001
1658505600000,8,-3.6e-06
1658534400000,8,-0.00011967
1658563200000,8,-6.149e-05
1658592000000,8,-0.00010824
1658620800000,8,8.16e-06
1658649600000,8,8.957e-05
1658678400000,8,0.0001
1658707200000,8,3.319e-05
1658736000000,8,-0.00020702
1658764800000,8,-0.00013437
1658793600000,8,-0.00017102
1658822400000,8,-0.00015851
1658851200000,8,-5.41e-06
1658880000000,8,-0.00026558
1658908800000,8,-6.254e-05
1658937600000,8,-6.12e-06
1658966400000,8,-0.00011837
1658995200000,8,7.806e-05
1659024000000,8,8.812e-05
1659052800000,8,2.282e-05
1659081600000,8,0.0001
1659110400000,8,0.0001
1659139200000,8,3.181e-05
1659168000000,8,8.121e-05
1659196800000,8,0.0001
1659225600000,8,0.0001
1659254400000,8,0.0001
1659283200000,8,7.47e-05
1659312000000,8,-1.505e-05
1659340800000,8,0.0001
1659369600000,8,2.124e-05
1659398400000,8,-2.741e-05
1659427200000,8,-4.43e-06
1659456000000,8,2.596e-05
1659484800000,8,-0.00010323
1659513600000,8,-4.711e-05
1659542400000,8,0.0001
1659571200000,8,-0.000159
1659600000000,8,-9.299e-05
1659628800000,8,5.752e-05
1659657600000,8,-0.00017259
