cell_id,encoder,leverage,reward,episode,algorithm,architecture,target,config_name,test_return_mean,test_return_std,test_sharpe_mean,test_sharpe_std,test_mdd_mean,test_turnover_mean,test_n_liq_mean,seeds_completed
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,PPO,portfolio,ALL,ppo_short_rollout,0.6051845282287317,0.4887312167440514,0.9561604905569784,1.0142565384531528,0.507133139010987,0.00235925640121912,0.0,5
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,RecurrentPPO,asset,BTCUSDT,rppo_short_rollout,0.013240340644622517,0.5968668194898097,0.13395760174042665,1.3035475537391659,0.5925458645862836,0.0004908835904627601,0.0,5
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.5095785505614508,0.6368195451125366,-0.7413789970308144,1.0999124106477511,0.821478995952722,0.00037444836628546,0.0,5
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,-0.3211970259681237,1.2381657768264918,-0.8317278874125329,1.5016305812067718,0.826199853501862,0.00833053483117006,0.0,5
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,RecurrentPPO,asset,XRPUSDT,rppo_canonical,-0.09890262738924585,0.9645801778716833,-0.18486659991999366,1.4900555348755185,0.7567287945485439,0.009866306104737741,0.0,5
E0L1R1S1,LSTM,L=3+liq,log_penalty,random_subs,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.07614601922839546,0.7050361859124711,-0.18734052515244123,1.7988426961824908,0.5073759893408639,0.00267291036995866,0.2,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,A2C,asset,BTCUSDT,a2c_sb3_default,0.042994319923419275,0.33687766340968933,0.2078167922358142,1.2028055850675488,0.3543510221990722,0.0008866815735046199,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,A2C,asset,ETHUSDT,a2c_sb3_default,-0.5028717977663542,0.5492952862568921,-2.3106931401236928,2.2015884686738985,0.6692259944603257,0.16271108959998729,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,A2C,asset,SOLUSDT,a2c_sb3_default,-0.7992110464726689,0.17446024568732074,-3.8844772760881225,2.107654770442934,0.8310238210061236,0.180602005029523,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,A2C,asset,XRPUSDT,a2c_mnih_canonical,-0.042281374392876284,0.6741713088671644,-0.5797962377827954,2.4558933155102416,0.49994817130194197,0.06809911254746379,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,A2C,portfolio,ALL,a2c_sb3_default,-0.17684821768816333,0.27182455452942694,-1.4668708359614162,2.074036420426238,0.22368749866020265,0.04220954275077406,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,PPO,asset,BTCUSDT,ppo_canonical,-0.043219795116639405,0.2754927180231075,-0.0390503592550151,0.9560662476228339,0.394186774332407,0.0067914206273383005,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,PPO,asset,ETHUSDT,ppo_short_rollout,-0.039812121838033496,0.5181403833586171,-0.1707761597946822,1.6703745584249168,0.4642738087163595,0.026562622708867962,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,PPO,asset,SOLUSDT,ppo_short_rollout,-0.23606390041574485,0.593820198361926,-0.8462141632138269,1.8030781148922979,0.5159339245569132,0.07502588743221814,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,PPO,asset,XRPUSDT,ppo_canonical,-0.1453052623558405,0.41557546774472104,-0.32066576834445254,1.1522721076839406,0.45302258348172375,0.05305143314913996,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,PPO,portfolio,ALL,ppo_short_rollout,-0.7565396123919788,0.2047676145401403,-8.256706468365897,4.539207112740163,0.7598359824365681,0.2929809503319604,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,RecurrentPPO,asset,BTCUSDT,rppo_short_rollout,-0.17415240201946416,0.4377397070430941,-1.343563365806674,3.3474426939578152,0.4359802437849799,0.08005098452867328,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.30054718208915326,0.6269532999319359,-2.03170072950731,3.4540469572591936,0.575724641647626,0.11585307787296581,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,-0.25972911819329997,0.8664846474749512,-2.5225832621321684,3.8237351338263434,0.649497560500546,0.1641072672567765,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,RecurrentPPO,asset,XRPUSDT,rppo_short_rollout,-0.6211366669443158,0.2710548425399825,-2.569361377828689,1.7667398340259934,0.6547162308103825,0.13791867224270996,0.0,5
E1L0R0S0,MLP,L=1,diff_sharpe,sequential,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.6091435215916456,0.11846882623349488,-6.125277802100047,2.473124421413878,0.6204816634457242,0.16233276040561045,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,A2C,asset,BTCUSDT,a2c_sb3_default,-0.19999981817983686,0.27211880576889436,-0.6535745269264478,0.9692730546982071,0.45668948459900127,0.0001753155680224,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,A2C,asset,ETHUSDT,a2c_sb3_default,-0.2914156425035238,0.4212336636986162,-0.739527372352079,1.0988711903870079,0.5619683071420857,0.0001753155680224,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,A2C,asset,SOLUSDT,a2c_sb3_default,-0.13794455576271925,0.7776388842257507,-1.0790878009118017,2.8347347479538927,0.5748739032934779,0.0498983377525465,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,A2C,asset,XRPUSDT,a2c_mnih_canonical,-0.41620904343489656,0.4328265102217868,-1.4824461063245657,1.882039097619766,0.6191202012971928,0.04769974600387862,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,A2C,portfolio,ALL,a2c_sb3_default,-0.23083415143528888,0.3186203210512457,-1.165189056324907,1.557278156401713,0.3227289462103255,0.05262601138634648,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,PPO,asset,BTCUSDT,ppo_short_rollout,-0.07935487134293126,0.33424646168847205,-0.22553626986895722,1.192156642153283,0.40509463003324286,0.00028009140056778,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,PPO,asset,ETHUSDT,ppo_short_rollout,-0.104336715038857,0.5259066048878078,-0.29857727033705705,1.4647455990746494,0.5078267491012265,0.00943200960128366,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,PPO,asset,SOLUSDT,ppo_short_rollout,-0.07808296137773849,0.6312930646440635,-0.4973711897861701,2.161159602061247,0.4944453132127139,0.04651019256379122,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,PPO,asset,XRPUSDT,ppo_short_rollout,-0.23350395451161451,0.5678340977978857,-0.8757157443818715,1.8296385377514235,0.5575355844147565,0.028657227807298125,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,PPO,portfolio,ALL,ppo_short_rollout,-0.7294777473045506,0.36244770382002217,-9.349400700875046,6.641342894221554,0.7372351395719958,0.28132425566681635,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,RecurrentPPO,asset,BTCUSDT,rppo_short_rollout,-0.582017624044361,0.19678537587164707,-3.180880913106491,1.7845681958731408,0.6465952450874276,0.1149561301304803,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.5287051601235356,0.25750266413836626,-1.937089127874921,1.66983920293727,0.6416066579977522,0.10064138948883423,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,-0.46335065044599555,0.6201143632148911,-2.1285747584764723,2.3941031442098915,0.6873457918363179,0.12887906045938652,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,RecurrentPPO,asset,XRPUSDT,rppo_short_rollout,-0.3047825354589575,0.3529226248244202,-0.7802675232947174,1.1898508823876268,0.507355342307713,0.04385466320194602,0.0,5
E1L0R0S1,MLP,L=1,diff_sharpe,random_subs,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.5010351112432018,0.38502563924540706,-4.455996904239363,4.4986366926916155,0.5556688235634906,0.1387221453010653,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,A2C,asset,BTCUSDT,a2c_sb3_default,-0.0783045886487749,0.3332761117746573,-0.2201024391136351,1.1871122027196883,0.4050163527759162,0.0001753155680224,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,A2C,asset,ETHUSDT,a2c_sb3_default,-0.10303422121524557,0.5159037692723695,-0.2480972363077863,1.3458368547464583,0.5004912342176906,0.0001753155680224,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,A2C,asset,SOLUSDT,a2c_sb3_default,-0.3242487340886563,0.572326051167441,-0.8993853048010647,1.337571294350618,0.6123568229333223,0.0001753155680224,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,A2C,asset,XRPUSDT,a2c_sb3_default,-0.4701152092329929,0.09069016719350666,-1.1850698286570573,0.36300408683317426,0.6232857390123422,0.00024544179523138004,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,A2C,portfolio,ALL,a2c_sb3_default,0.035674738829333474,0.24375730859325784,4.6782389919419744e-05,1.2351193294863858,0.18033359182431657,0.0001753155680224,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,PPO,asset,BTCUSDT,ppo_canonical,-0.07602600487893718,0.3384792176955369,-0.2164905207176072,1.203199256463281,0.40525442134731193,0.00062698048564274,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,PPO,asset,ETHUSDT,ppo_canonical,-0.10548027799337847,0.5234066886616487,-0.26756869531610855,1.37254379510174,0.5022876726418836,0.00064807658568334,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,PPO,asset,SOLUSDT,ppo_short_rollout,0.25372870110560736,0.6163406557255482,0.5490499705275329,1.3622019875802818,0.4080181435939715,0.0005244779156267,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,PPO,asset,XRPUSDT,ppo_canonical,-0.19028880744659746,0.44456849115833136,-0.40892473276053193,1.1358980450229015,0.5279759901877129,0.00129560573616936,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,PPO,portfolio,ALL,ppo_canonical,-0.7327602717436968,0.09311760033534296,-6.354760843157456,3.1940837529588055,0.740099297604837,0.27365928852155436,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,RecurrentPPO,asset,BTCUSDT,rppo_canonical,-0.08855613896795383,0.3456895040576921,-0.2766877841860363,1.2510100435299902,0.4122078547489334,0.00038333212150854,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.10409547762786042,0.5174853004107794,-0.2540832924041278,1.3523501196497294,0.5014263866086189,0.00028744948110938004,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,RecurrentPPO,asset,SOLUSDT,rppo_canonical,-0.3240738670867554,0.5696893097376055,-0.8957841528185257,1.3323933379861306,0.6115762129262464,0.00038929696274502,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,RecurrentPPO,asset,XRPUSDT,rppo_short_rollout,-0.5085357298118798,0.0030511357945488095,-1.3385012500408422,0.011897061871211255,0.6371126512285763,0.0005634156352256,0.0,5
E1L0R1S0,MLP,L=1,log_penalty,sequential,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.2617359905543114,0.30956463419577,-1.8455183807051676,2.48870245304451,0.4331612220233311,0.08068159141164363,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,A2C,asset,BTCUSDT,a2c_sb3_default,-0.19999981817983686,0.27211880576889436,-0.6535745269264478,0.9692730546982071,0.45668948459900127,0.0001753155680224,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,A2C,asset,ETHUSDT,a2c_sb3_default,-0.10303422121524557,0.5159037692723695,-0.2480972363077863,1.3458368547464585,0.5004912342176906,0.0001753155680224,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,A2C,asset,SOLUSDT,a2c_sb3_default,0.18765524819311202,0.7009533959311235,0.29697483076708003,1.6381835828765288,0.44296428970862295,0.0001753155680224,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,A2C,asset,XRPUSDT,a2c_sb3_default,0.12095224090417878,0.5765923981306126,0.2666955117971756,1.4734701731659567,0.4469297578475898,0.0001753155680224,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,A2C,portfolio,ALL,a2c_sb3_default,-0.1401522430274015,0.5439070305471402,-0.9417983454958897,2.7437260469037485,0.39044978772309324,0.044541525059649985,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,PPO,asset,BTCUSDT,ppo_short_rollout,-0.07928714368245371,0.33418289672477,-0.22508995044560898,1.191735081399889,0.4057869150271597,0.00028703966469278004,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,PPO,asset,ETHUSDT,ppo_canonical,-0.17048299129110858,0.3873613833130926,-0.3079132661870253,1.0226708426102404,0.5004853306169526,0.00119379993899086,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,PPO,asset,SOLUSDT,ppo_short_rollout,-0.06976852596212109,0.7042401009817542,-0.3134515049881316,1.6520024114029555,0.5279876078721797,0.00095050186545782,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,PPO,asset,XRPUSDT,ppo_short_rollout,-0.08954999262431622,0.5765563072514526,-0.2711551239638904,1.473301706588395,0.5102893299300166,0.0001753155680224,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,PPO,portfolio,ALL,ppo_short_rollout,-0.5706752855893552,0.2320264869207579,-5.469813582013684,2.5661399617849296,0.5752740669600235,0.1439205635140805,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,RecurrentPPO,asset,BTCUSDT,rppo_canonical,-0.1998565009450947,0.2717387699977505,-0.6526482029878363,0.9679922194253823,0.4565785809993817,0.00024114208920302,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.4074744449002197,0.1708709758696765,-0.9870161402500381,0.5882513255635616,0.5952553781390576,0.0016043132549833,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,-0.21279739224014077,0.5508429889350827,-0.5302780072386888,1.3739117198593396,0.5735449992500563,0.0005371478316994001,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,RecurrentPPO,asset,XRPUSDT,rppo_canonical,-0.2938603855223481,0.5091456319619244,-0.8309178240140825,1.2802773157474423,0.5808539235469002,0.0008812606619437999,0.0,5
E1L0R1S1,MLP,L=1,log_penalty,random_subs,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.15392140553932532,0.2773323241605043,-1.0406549483327783,1.643688692494669,0.29629262890230396,0.03857628969631712,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,A2C,asset,BTCUSDT,a2c_sb3_default,-0.38853323396284234,0.46796106633590806,-0.653569600504373,0.9692656753157751,0.7166200411302045,0.0003506311360448,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,A2C,asset,ETHUSDT,a2c_mnih_canonical,-0.28942586734205367,0.8415595908341446,-1.4998084165592598,2.829624667607388,0.7881080090309511,0.2102564465023346,0.4,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,A2C,asset,SOLUSDT,a2c_mnih_canonical,-0.5513680272133239,0.9048354563314799,-2.4662165837700294,2.2497318275510323,0.8676727695153044,0.3347816894531612,0.8,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,A2C,asset,XRPUSDT,a2c_sb3_default,-0.5277584443280297,0.7433133164684653,-1.2793261719836349,1.7325807744088604,0.8396349937211133,0.07821903810243709,0.2,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,A2C,portfolio,ALL,a2c_mnih_canonical,-0.17776763334190795,0.5784511265459051,-0.8177239844739216,2.0528833228576944,0.5033271843002567,0.02294370650116556,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,PPO,asset,BTCUSDT,ppo_canonical,-0.06332410543766598,0.5794139029892894,0.030989017078511094,1.1194052367222525,0.5622252267845547,0.060054552368362504,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,PPO,asset,ETHUSDT,ppo_short_rollout,0.0820510199584005,0.6529478745226169,-0.011061777990414079,2.1717897205992847,0.6653701418937175,0.09338884710058129,0.2,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,PPO,asset,SOLUSDT,ppo_short_rollout,0.7584144528404467,0.5883125930815566,1.2315621328334825,0.5284539213331076,0.5058083649300439,0.01948544042195392,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,PPO,asset,XRPUSDT,ppo_short_rollout,0.8202443133566663,0.03811226750652152,1.3569246662107606,0.02430539625979461,0.5741681861215389,0.0011046136777748,0.0,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,PPO,portfolio,ALL,ppo_short_rollout,-0.8854613378170664,0.08619746481360152,-2.4531524863132566,1.8687306541287212,0.9064492570019492,0.6333352034872863,0.4,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,RecurrentPPO,asset,BTCUSDT,rppo_short_rollout,-0.5748133369921025,0.4833348667279741,-3.5908646017320125,4.366471891858653,0.7798487350946843,0.2493508554149348,0.4,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,RecurrentPPO,asset,ETHUSDT,rppo_short_rollout,-0.5479274956471694,0.6801594748949246,-2.4288610817960445,2.935103991839667,0.8010866715333105,0.3488337658006913,0.4,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,0.11526681555061098,1.0217496425681614,-0.6167056784744199,2.6979347359787798,0.6887081308715646,0.15813019097220216,0.4,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,RecurrentPPO,asset,XRPUSDT,rppo_canonical,-0.931731238376049,0.053273488549741004,-5.8992102028899325,2.55089206653735,0.9365542529828993,0.515561361979521,0.8,5
E1L1R0S0,MLP,L=3+liq,diff_sharpe,sequential,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.9333605313601343,0.0010552469911123041,-7.259934558499663,2.5376190264046947,0.9366371594625399,0.7935339840385844,1.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,A2C,asset,BTCUSDT,a2c_sb3_default,-0.5978117849929181,0.0,-1.0870383881570356,0.0,0.779148119864087,0.0003506311360448,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,A2C,asset,ETHUSDT,a2c_sb3_default,-0.5047351983277798,0.6341875709239292,-0.7151401406708565,1.0865231405192322,0.819140431107677,0.006596636604961739,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,A2C,asset,SOLUSDT,a2c_mnih_canonical,-0.13017631275899488,1.093598941263812,-1.1997102400490305,2.625210005353588,0.7724861753690893,0.1591032138588051,0.4,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,A2C,asset,XRPUSDT,a2c_sb3_default,-0.5231033550900682,0.7409023448895788,-1.5064534332526214,2.1918472438777203,0.8396997499550085,0.0432924806947519,0.2,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,A2C,portfolio,ALL,a2c_sb3_default,-0.14995559252489618,0.598978877394196,-0.3914629926516329,1.4470553985627244,0.5781973354117581,0.014221789943887642,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,PPO,asset,BTCUSDT,ppo_short_rollout,-0.18232675376642946,0.5759714577729084,-0.23362583137613133,1.1997674447834676,0.6544159784309832,0.0006027696803107,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,PPO,asset,ETHUSDT,ppo_short_rollout,-0.33000416480212424,0.7408205210947011,-0.7976315081698001,1.9046666442146827,0.7707605717474565,0.03783937360405934,0.2,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,PPO,asset,SOLUSDT,ppo_short_rollout,0.4971528825454953,0.857967801553215,0.7680817762638539,1.3047364751447685,0.6115989096811051,0.007150429719732421,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,PPO,asset,XRPUSDT,ppo_short_rollout,-0.1326444887438681,0.854340582449681,-0.11764133104251642,1.3760694948223757,0.7225943000189188,0.028319557816793278,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,PPO,portfolio,ALL,ppo_short_rollout,-0.9116047054999266,0.03696094233934199,-7.508509506519462,2.180324757960486,0.913812718208419,0.5985796828346766,0.6,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,RecurrentPPO,asset,BTCUSDT,rppo_short_rollout,-0.7648810254493857,0.11477522861928353,-2.29888475060155,1.1726090022681745,0.8357938773433089,0.1338916102787388,0.0,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,RecurrentPPO,asset,ETHUSDT,rppo_canonical,-0.9398351723858902,0.021452867278701555,-6.2111750846520675,3.2837605550407347,0.9493888938977255,0.5032391243238756,0.6,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,-0.800111785501147,0.3043568674595696,-2.6024869797681083,2.0718400377424837,0.9222720727291621,0.31094464465709937,0.6,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,RecurrentPPO,asset,XRPUSDT,rppo_short_rollout,-0.6352186991539024,0.5944660478385501,-1.7053329685917546,1.7547954916310913,0.8525696888044985,0.12276181324475435,0.2,5
E1L1R0S1,MLP,L=3+liq,diff_sharpe,random_subs,RecurrentPPO,portfolio,ALL,rppo_canonical,-0.9338477499104065,0.0012066781081558687,-10.208591920961691,1.5935733670906724,0.9364814725947589,1.0538056383750531,1.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,A2C,asset,BTCUSDT,a2c_sb3_default,0.030023868097309236,0.5731329160058426,0.21336797480095226,1.1871031648589006,0.5915638836624393,0.0003506311360448,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,A2C,asset,ETHUSDT,a2c_mnih_canonical,0.06016730171297526,0.7797256807300351,0.24333322137789262,1.3458389355406744,0.695474991479257,0.0003506311360448,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,A2C,asset,SOLUSDT,a2c_sb3_default,1.0672498229866063,0.0,1.4933231428794809,0.0,0.5064405985693036,0.0003506311360448,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,A2C,asset,XRPUSDT,a2c_sb3_default,-0.49571627654702477,0.7232580619038551,-0.8093684630366305,1.2030736121413836,0.8261836257619997,0.0003506311360448,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,A2C,portfolio,ALL,a2c_mnih_canonical,0.28274202695162953,0.4926198520829403,0.5121595826708942,1.018066477331867,0.36362323072219144,0.0005259467040673,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,PPO,asset,BTCUSDT,ppo_short_rollout,0.02866195611359239,0.5725487370790792,0.210838946418545,1.1877145279388572,0.5913464994127836,0.0005856562902181201,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,PPO,asset,ETHUSDT,ppo_short_rollout,0.3441980083171482,0.6386564005916315,0.7295452886446135,1.1108941215946975,0.6329189572451404,0.00055756794620522,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,PPO,asset,SOLUSDT,ppo_canonical,0.7256266286708477,0.9039582763219458,0.9445553202913016,1.283073712968223,0.5847564306956388,0.007520991353237061,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,PPO,asset,XRPUSDT,ppo_canonical,0.4670735779584911,0.7346506980573949,0.7641439416129746,1.290301074203885,0.6298106403928072,0.0014039741512936002,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,PPO,portfolio,ALL,ppo_short_rollout,-0.25595256741386607,0.6066574024189488,-1.815916606988928,3.4138639608524115,0.647858262186215,0.16855348752331384,0.2,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,RecurrentPPO,asset,BTCUSDT,rppo_canonical,0.04781410428920072,0.5912725303645162,0.23202129296306082,1.2098110353510487,0.5911617852472665,0.00061105272888108,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,RecurrentPPO,asset,ETHUSDT,rppo_canonical,0.23561657314055084,0.5705541824962094,0.7652263532752759,0.666111526073429,0.6281665249858281,0.00097136450239136,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,RecurrentPPO,asset,SOLUSDT,rppo_short_rollout,0.5587686274596476,0.9030785089946635,0.8058774796619815,1.3137417130105362,0.5971840669575853,0.00596830196271096,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,RecurrentPPO,asset,XRPUSDT,rppo_short_rollout,-0.32137426605467734,0.7287006002378376,-0.39562755635122215,1.3207596182562278,0.759815075225106,0.00497103856267794,0.0,5
E1L1R1S0,MLP,L=3+liq,log_penalty,sequential,RecurrentPPO,portfolio,ALL,rppo_short_rollout,-0.14147272400245497,0.3890535712290065,0.021405531621574013,0.6698944422919855,0.4789255266903699,0.09501349560153598,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,A2C,asset,BTCUSDT,a2c_mnih_canonical,-0.38853323396284234,0.46796106633590806,-0.653569600504373,0.9692656753157751,0.7166200411302045,0.0003506311360448,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,A2C,asset,ETHUSDT,a2c_sb3_default,-0.22454826095496574,0.7797256807300351,-0.24809767446501976,1.3458389355406744,0.7584726392560904,0.0003506311360448,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,A2C,asset,SOLUSDT,a2c_mnih_canonical,-0.48597438822786676,0.8682787301435132,-0.899378150146729,1.3375606852645623,0.8427191273137715,0.0003506311360448,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,A2C,asset,XRPUSDT,a2c_sb3_default,-0.17226543820867052,0.885806602009367,-0.2713375872997604,1.4734582363767132,0.7613370805673536,0.0003506311360448,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,A2C,portfolio,ALL,a2c_mnih_canonical,-0.47377279866764777,0.3609831346864841,-1.1750129996084884,1.0773904887601218,0.6104689748891707,0.00058344716802606,0.2,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,PPO,asset,BTCUSDT,ppo_short_rollout,0.029353849587641735,0.5740528224025151,0.20992097297007367,1.1918507049103177,0.5859222733461952,0.00214077510974176,0.0,5
E1L1R1S1,MLP,L=3+liq,log_penalty,random_subs,PPO,asset,ETHUSDT,ppo_short_rollout,-0.5095594952492064,0.636808910365008,-0.7413237257814804,1.0998822501629424,0.8216078021445117,0.0004272050727132,0.0,5
